Cycle; TotalWork; QueueSize; WIP; TotalTeams; BusyTeams;
2376;10000;7735;1;10;1;
2377;10000;7734;2;10;2;
2378;10000;7733;2;10;2;
2379;10000;7733;1;10;1;
2380;10000;7732;1;10;1;
2381;10000;7731;2;10;2;
2382;10000;7730;1;10;1;
2383;10000;7729;2;10;2;
2384;10000;7728;1;10;1;
2385;10000;7727;1;10;1;
2386;10000;7726;2;10;2;
2387;10000;7725;2;10;2;
2388;10000;7724;1;10;1;
2389;10000;7723;1;10;1;
2390;10000;7722;1;10;1;
2391;10000;7721;1;10;1;
2392;10000;7720;1;10;1;
2393;10000;7719;2;10;2;
2394;10000;7718;1;10;1;
2395;10000;7717;1;10;1;
2396;10000;7716;1;10;1;
2397;10000;7715;1;10;1;
2398;10000;7714;1;10;1;
2399;10000;7713;1;10;1;
2400;10000;7712;1;10;1;
2401;10000;7711;2;10;2;
2402;10000;7710;2;10;2;
2403;10000;7709;2;10;2;
2404;10000;7708;1;10;1;
2405;10000;7707;1;10;1;
2406;10000;7706;2;10;2;
2407;10000;7705;2;10;2;
2408;10000;7705;1;10;1;
2409;10000;7704;1;10;1;
2410;10000;7703;1;10;1;
2411;10000;7702;2;10;2;
2412;10000;7701;1;10;1;
2413;10000;7700;1;10;1;
2414;10000;7699;2;10;2;
2415;10000;7698;1;10;1;
2416;10000;7697;1;10;1;
2417;10000;7696;1;10;1;
2418;10000;7695;2;10;2;
2419;10000;7694;1;10;1;
2420;10000;7693;2;10;2;
2421;10000;7692;1;10;1;
2422;10000;7691;1;10;1;
2423;10000;7690;2;10;2;
2424;10000;7689;2;10;2;
2425;10000;7688;2;10;2;
2426;10000;7687;1;10;1;
2427;10000;7686;2;10;2;
2428;10000;7685;1;10;1;
2429;10000;7684;2;10;2;
2430;10000;7683;1;10;1;
2431;10000;7682;1;10;1;
2432;10000;7681;1;10;1;
2433;10000;7680;2;10;2;
2434;10000;7679;1;10;1;
2435;10000;7678;1;10;1;
2436;10000;7677;2;10;2;
2437;10000;7676;2;10;2;
2438;10000;7675;1;10;1;
2439;10000;7674;1;10;1;
2440;10000;7673;1;10;1;
2441;10000;7672;2;10;2;
2442;10000;7671;2;10;2;
2443;10000;7670;1;10;1;
2444;10000;7669;1;10;1;
2445;10000;7668;2;10;2;
2446;10000;7667;1;10;1;
2447;10000;7666;2;10;2;
2448;10000;7665;2;10;2;
2449;10000;7664;1;10;1;
2450;10000;7663;1;10;1;
2451;10000;7662;1;10;1;
2452;10000;7661;1;10;1;
2453;10000;7660;2;10;2;
2454;10000;7659;2;10;2;
2455;10000;7658;2;10;2;
2456;10000;7657;1;10;1;
2457;10000;7656;1;10;1;
2458;10000;7655;2;10;2;
2459;10000;7654;1;10;1;
2460;10000;7653;1;10;1;
2461;10000;7652;1;10;1;
2462;10000;7651;2;10;2;
2463;10000;7650;1;10;1;
2464;10000;7649;1;10;1;
2465;10000;7648;2;10;2;
2466;10000;7647;2;10;2;
2467;10000;7646;1;10;1;
2468;10000;7645;1;10;1;
2469;10000;7644;2;10;2;
2470;10000;7643;2;10;2;
2471;10000;7642;2;10;2;
2472;10000;7641;2;10;2;
2473;10000;7640;2;10;2;
2474;10000;7640;1;10;1;
2475;10000;7639;1;10;1;
2476;10000;7638;1;10;1;
2477;10000;7637;1;10;1;
2478;10000;7636;2;10;2;
2479;10000;7635;1;10;1;
2480;10000;7634;2;10;2;
2481;10000;7633;2;10;2;
2482;10000;7632;1;10;1;
2483;10000;7631;1;10;1;
2484;10000;7630;1;10;1;
2485;10000;7629;1;10;1;
2486;10000;7628;1;10;1;
2487;10000;7627;2;10;2;
2488;10000;7626;1;10;1;
2489;10000;7625;2;10;2;
2490;10000;7624;2;10;2;
2491;10000;7623;2;10;2;
2492;10000;7622;1;10;1;
2493;10000;7621;1;10;1;
2494;10000;7620;1;10;1;
2495;10000;7619;1;10;1;
2496;10000;7618;1;10;1;
2497;10000;7617;1;10;1;
2498;10000;7616;2;10;2;
2499;10000;7615;1;10;1;
2500;10000;7614;1;10;1;
2501;10000;7613;2;10;2;
2502;10000;7612;1;10;1;
2503;10000;7611;2;10;2;
2504;10000;7610;2;10;2;
2505;10000;7609;2;10;2;
2506;10000;7608;1;10;1;
2507;10000;7607;2;10;2;
2508;10000;7606;2;10;2;
2509;10000;7605;1;10;1;
2510;10000;7604;2;10;2;
2511;10000;7604;1;10;1;
2512;10000;7603;1;10;1;
2513;10000;7602;1;10;1;
2514;10000;7601;2;10;2;
2515;10000;7600;2;10;2;
2516;10000;7599;2;10;2;
2517;10000;7598;1;10;1;
2518;10000;7597;1;10;1;
2519;10000;7596;2;10;2;
2520;10000;7595;2;10;2;
2521;10000;7594;1;10;1;
2522;10000;7593;1;10;1;
2523;10000;7592;2;10;2;
2524;10000;7591;2;10;2;
2525;10000;7590;1;10;1;
2526;10000;7589;2;10;2;
2527;10000;7588;1;10;1;
2528;10000;7587;2;10;2;
2529;10000;7586;2;10;2;
2530;10000;7585;1;10;1;
2531;10000;7584;1;10;1;
2532;10000;7583;1;10;1;
2533;10000;7582;2;10;2;
2534;10000;7581;1;10;1;
2535;10000;7580;1;10;1;
2536;10000;7579;1;10;1;
2537;10000;7578;1;10;1;
2538;10000;7577;1;10;1;
2539;10000;7576;1;10;1;
2540;10000;7575;1;10;1;
2541;10000;7574;1;10;1;
2542;10000;7574;1;10;1;
2543;10000;7573;1;10;1;
2544;10000;7572;1;10;1;
2545;10000;7571;2;10;2;
2546;10000;7570;1;10;1;
2547;10000;7569;1;10;1;
2548;10000;7568;1;10;1;
2549;10000;7567;2;10;2;
2550;10000;7566;1;10;1;
2551;10000;7565;2;10;2;
2552;10000;7564;1;10;1;
2553;10000;7564;1;10;1;
2554;10000;7563;1;10;1;
2555;10000;7562;2;10;2;
2556;10000;7561;1;10;1;
2557;10000;7560;1;10;1;
2558;10000;7559;1;10;1;
2559;10000;7558;2;10;2;
2560;10000;7557;1;10;1;
2561;10000;7556;2;10;2;
2562;10000;7555;1;10;1;
2563;10000;7554;1;10;1;
2564;10000;7553;2;10;2;
2565;10000;7552;2;10;2;
2566;10000;7551;2;10;2;
2567;10000;7550;2;10;2;
2568;10000;7549;2;10;2;
2569;10000;7548;2;10;2;
2570;10000;7547;1;10;1;
2571;10000;7546;1;10;1;
2572;10000;7545;2;10;2;
2573;10000;7544;1;10;1;
2574;10000;7543;1;10;1;
2575;10000;7542;1;10;1;
2576;10000;7541;1;10;1;
2577;10000;7540;1;10;1;
2578;10000;7539;2;10;2;
2579;10000;7538;1;10;1;
2580;10000;7537;1;10;1;
2581;10000;7536;2;10;2;
2582;10000;7535;1;10;1;
2583;10000;7535;1;10;1;
2584;10000;7534;1;10;1;
2585;10000;7533;2;10;2;
2586;10000;7532;1;10;1;
2587;10000;7532;1;10;1;
2588;10000;7531;1;10;1;
2589;10000;7530;2;10;2;
2590;10000;7529;1;10;1;
2591;10000;7528;1;10;1;
2592;10000;7527;2;10;2;
2593;10000;7526;2;10;2;
2594;10000;7525;1;10;1;
2595;10000;7524;2;10;2;
2596;10000;7523;1;10;1;
2597;10000;7522;1;10;1;
2598;10000;7521;2;10;2;
2599;10000;7520;2;10;2;
2600;10000;7519;1;10;1;
2601;10000;7518;1;10;1;
2602;10000;7517;1;10;1;
2603;10000;7516;1;10;1;
2604;10000;7515;1;10;1;
2605;10000;7514;1;10;1;
2606;10000;7513;2;10;2;
2607;10000;7512;1;10;1;
2608;10000;7511;1;10;1;
2609;10000;7510;2;10;2;
2610;10000;7509;1;10;1;
2611;10000;7508;1;10;1;
2612;10000;7507;2;10;2;
2613;10000;7506;1;10;1;
2614;10000;7505;1;10;1;
2615;10000;7504;1;10;1;
2616;10000;7504;1;10;1;
2617;10000;7503;1;10;1;
2618;10000;7502;1;10;1;
2619;10000;7501;2;10;2;
2620;10000;7500;2;10;2;
2621;10000;7499;1;10;1;
2622;10000;7499;1;10;1;
2623;10000;7498;1;10;1;
2624;10000;7497;2;10;2;
2625;10000;7496;1;10;1;
2626;10000;7495;1;10;1;
2627;10000;7495;1;10;1;
2628;10000;7494;1;10;1;
2629;10000;7493;2;10;2;
2630;10000;7492;2;10;2;
2631;10000;7491;1;10;1;
2632;10000;7490;1;10;1;
2633;10000;7489;1;10;1;
2634;10000;7488;2;10;2;
2635;10000;7487;2;10;2;
2636;10000;7486;2;10;2;
2637;10000;7485;1;10;1;
2638;10000;7484;2;10;2;
2639;10000;7483;1;10;1;
2640;10000;7482;2;10;2;
2641;10000;7481;2;10;2;
2642;10000;7480;1;10;1;
2643;10000;7479;1;10;1;
2644;10000;7478;1;10;1;
2645;10000;7477;2;10;2;
2646;10000;7476;2;10;2;
2647;10000;7475;2;10;2;
2648;10000;7474;2;10;2;
2649;10000;7473;1;10;1;
2650;10000;7472;2;10;2;
2651;10000;7471;1;10;1;
2652;10000;7470;1;10;1;
2653;10000;7469;2;10;2;
2654;10000;7468;2;10;2;
2655;10000;7467;1;10;1;
2656;10000;7466;2;10;2;
2657;10000;7465;2;10;2;
2658;10000;7464;2;10;2;
2659;10000;7463;1;10;1;
2660;10000;7463;1;10;1;
2661;10000;7462;1;10;1;
2662;10000;7461;1;10;1;
2663;10000;7460;1;10;1;
2664;10000;7459;1;10;1;
2665;10000;7458;1;10;1;
2666;10000;7458;1;10;1;
2667;10000;7457;1;10;1;
2668;10000;7456;2;10;2;
2669;10000;7455;1;10;1;
2670;10000;7454;1;10;1;
2671;10000;7453;2;10;2;
2672;10000;7452;1;10;1;
2673;10000;7451;2;10;2;
2674;10000;7451;1;10;1;
2675;10000;7450;1;10;1;
2676;10000;7449;2;10;2;
2677;10000;7448;1;10;1;
2678;10000;7448;1;10;1;
2679;10000;7447;1;10;1;
2680;10000;7446;1;10;1;
2681;10000;7445;2;10;2;
2682;10000;7444;1;10;1;
2683;10000;7443;2;10;2;
2684;10000;7442;2;10;2;
2685;10000;7441;1;10;1;
2686;10000;7440;1;10;1;
2687;10000;7439;1;10;1;
2688;10000;7438;2;10;2;
2689;10000;7437;1;10;1;
2690;10000;7436;1;10;1;
2691;10000;7435;2;10;2;
2692;10000;7434;2;10;2;
2693;10000;7433;2;10;2;
2694;10000;7432;1;10;1;
2695;10000;7431;1;10;1;
2696;10000;7430;2;10;2;
2697;10000;7429;2;10;2;
2698;10000;7428;1;10;1;
2699;10000;7427;1;10;1;
2700;10000;7426;2;10;2;
2701;10000;7426;1;10;1;
2702;10000;7425;1;10;1;
2703;10000;7424;1;10;1;
2704;10000;7423;2;10;2;
2705;10000;7422;2;10;2;
2706;10000;7421;1;10;1;
2707;10000;7420;1;10;1;
2708;10000;7419;2;10;2;
2709;10000;7418;2;10;2;
2710;10000;7417;1;10;1;
2711;10000;7416;1;10;1;
2712;10000;7415;2;10;2;
2713;10000;7414;2;10;2;
2714;10000;7413;1;10;1;
2715;10000;7412;1;10;1;
2716;10000;7411;2;10;2;
2717;10000;7410;2;10;2;
2718;10000;7409;2;10;2;
2719;10000;7408;2;10;2;
2720;10000;7407;2;10;2;
2721;10000;7406;1;10;1;
2722;10000;7406;1;10;1;
2723;10000;7405;1;10;1;
2724;10000;7404;2;10;2;
2725;10000;7403;1;10;1;
2726;10000;7402;2;10;2;
2727;10000;7401;1;10;1;
2728;10000;7400;1;10;1;
2729;10000;7399;2;10;2;
2730;10000;7398;2;10;2;
2731;10000;7397;2;10;2;
2732;10000;7396;1;10;1;
2733;10000;7395;1;10;1;
2734;10000;7394;1;10;1;
2735;10000;7393;1;10;1;
2736;10000;7392;1;10;1;
2737;10000;7391;2;10;2;
2738;10000;7390;1;10;1;
2739;10000;7389;2;10;2;
2740;10000;7388;2;10;2;
2741;10000;7387;2;10;2;
2742;10000;7386;2;10;2;
2743;10000;7385;2;10;2;
2744;10000;7384;1;10;1;
2745;10000;7383;2;10;2;
2746;10000;7382;1;10;1;
2747;10000;7381;2;10;2;
2748;10000;7380;2;10;2;
2749;10000;7379;1;10;1;
2750;10000;7378;2;10;2;
2751;10000;7377;2;10;2;
2752;10000;7376;2;10;2;
2753;10000;7375;1;10;1;
2754;10000;7374;2;10;2;
2755;10000;7373;1;10;1;
2756;10000;7372;2;10;2;
2757;10000;7371;2;10;2;
2758;10000;7370;2;10;2;
2759;10000;7369;2;10;2;
2760;10000;7368;1;10;1;
2761;10000;7367;1;10;1;
2762;10000;7366;1;10;1;
2763;10000;7365;2;10;2;
2764;10000;7364;1;10;1;
2765;10000;7363;1;10;1;
2766;10000;7362;1;10;1;
2767;10000;7361;1;10;1;
2768;10000;7360;2;10;2;
2769;10000;7359;1;10;1;
2770;10000;7358;1;10;1;
2771;10000;7357;1;10;1;
2772;10000;7356;1;10;1;
2773;10000;7355;1;10;1;
2774;10000;7354;2;10;2;
2775;10000;7353;1;10;1;
2776;10000;7352;1;10;1;
2777;10000;7351;2;10;2;
2778;10000;7351;1;10;1;
2779;10000;7350;1;10;1;
2780;10000;7349;1;10;1;
2781;10000;7348;1;10;1;
2782;10000;7347;1;10;1;
2783;10000;7346;2;10;2;
2784;10000;7345;1;10;1;
2785;10000;7344;2;10;2;
2786;10000;7343;1;10;1;
2787;10000;7342;1;10;1;
2788;10000;7341;1;10;1;
2789;10000;7340;1;10;1;
2790;10000;7339;2;10;2;
2791;10000;7338;2;10;2;
2792;10000;7337;1;10;1;
2793;10000;7336;1;10;1;
2794;10000;7335;2;10;2;
2795;10000;7334;2;10;2;
2796;10000;7333;1;10;1;
2797;10000;7332;1;10;1;
2798;10000;7331;1;10;1;
2799;10000;7330;1;10;1;
2800;10000;7329;2;10;2;
2801;10000;7328;1;10;1;
2802;10000;7327;1;10;1;
2803;10000;7326;1;10;1;
2804;10000;7325;1;10;1;
2805;10000;7324;1;10;1;
2806;10000;7323;1;10;1;
2807;10000;7322;2;10;2;
2808;10000;7321;1;10;1;
2809;10000;7320;1;10;1;
2810;10000;7319;2;10;2;
2811;10000;7318;1;10;1;
2812;10000;7317;2;10;2;
2813;10000;7316;1;10;1;
2814;10000;7315;1;10;1;
2815;10000;7314;2;10;2;
2816;10000;7313;2;10;2;
2817;10000;7313;1;10;1;
2818;10000;7312;1;10;1;
2819;10000;7312;1;10;1;
2820;10000;7311;1;10;1;
2821;10000;7310;1;10;1;
2822;10000;7309;1;10;1;
2823;10000;7308;1;10;1;
2824;10000;7307;2;10;2;
2825;10000;7306;1;10;1;
2826;10000;7305;1;10;1;
2827;10000;7304;1;10;1;
2828;10000;7303;1;10;1;
2829;10000;7302;1;10;1;
2830;10000;7301;1;10;1;
2831;10000;7300;2;10;2;
2832;10000;7299;2;10;2;
2833;10000;7298;1;10;1;
2834;10000;7297;1;10;1;
2835;10000;7296;1;10;1;
2836;10000;7295;1;10;1;
2837;10000;7294;2;10;2;
2838;10000;7293;1;10;1;
2839;10000;7292;1;10;1;
2840;10000;7291;2;10;2;
2841;10000;7290;2;10;2;
2842;10000;7289;2;10;2;
2843;10000;7288;1;10;1;
2844;10000;7287;1;10;1;
2845;10000;7286;2;10;2;
2846;10000;7285;1;10;1;
2847;10000;7284;1;10;1;
2848;10000;7283;2;10;2;
2849;10000;7283;1;10;1;
2850;10000;7282;1;10;1;
2851;10000;7281;2;10;2;
2852;10000;7280;1;10;1;
2853;10000;7279;1;10;1;
2854;10000;7278;1;10;1;
2855;10000;7277;2;10;2;
2856;10000;7276;1;10;1;
2857;10000;7275;1;10;1;
2858;10000;7274;2;10;2;
2859;10000;7273;1;10;1;
2860;10000;7272;2;10;2;
2861;10000;7271;2;10;2;
2862;10000;7270;2;10;2;
2863;10000;7269;2;10;2;
2864;10000;7268;2;10;2;
2865;10000;7267;1;10;1;
2866;10000;7266;1;10;1;
2867;10000;7265;1;10;1;
2868;10000;7264;2;10;2;
2869;10000;7263;1;10;1;
2870;10000;7262;2;10;2;
2871;10000;7261;2;10;2;
2872;10000;7260;1;10;1;
2873;10000;7259;2;10;2;
2874;10000;7258;1;10;1;
2875;10000;7257;1;10;1;
2876;10000;7256;1;10;1;
2877;10000;7255;2;10;2;
2878;10000;7254;1;10;1;
2879;10000;7253;2;10;2;
2880;10000;7252;2;10;2;
2881;10000;7251;2;10;2;
2882;10000;7250;2;10;2;
2883;10000;7249;2;10;2;
2884;10000;7248;1;10;1;
2885;10000;7247;1;10;1;
2886;10000;7246;1;10;1;
2887;10000;7245;1;10;1;
2888;10000;7244;1;10;1;
2889;10000;7243;1;10;1;
2890;10000;7242;2;10;2;
2891;10000;7241;1;10;1;
2892;10000;7240;1;10;1;
2893;10000;7239;2;10;2;
2894;10000;7238;2;10;2;
2895;10000;7237;2;10;2;
2896;10000;7236;1;10;1;
2897;10000;7235;1;10;1;
2898;10000;7234;1;10;1;
2899;10000;7233;1;10;1;
2900;10000;7232;1;10;1;
2901;10000;7231;2;10;2;
2902;10000;7230;2;10;2;
2903;10000;7229;2;10;2;
2904;10000;7228;1;10;1;
2905;10000;7227;2;10;2;
2906;10000;7226;1;10;1;
2907;10000;7225;2;10;2;
2908;10000;7224;1;10;1;
2909;10000;7223;1;10;1;
2910;10000;7222;2;10;2;
2911;10000;7221;1;10;1;
2912;10000;7220;1;10;1;
2913;10000;7220;1;10;1;
2914;10000;7219;1;10;1;
2915;10000;7218;2;10;2;
2916;10000;7217;1;10;1;
2917;10000;7216;2;10;2;
2918;10000;7215;2;10;2;
2919;10000;7214;2;10;2;
2920;10000;7213;2;10;2;
2921;10000;7212;1;10;1;
2922;10000;7211;2;10;2;
2923;10000;7210;1;10;1;
2924;10000;7209;1;10;1;
2925;10000;7208;1;10;1;
2926;10000;7207;2;10;2;
2927;10000;7206;2;10;2;
2928;10000;7205;1;10;1;
2929;10000;7204;2;10;2;
2930;10000;7203;1;10;1;
2931;10000;7202;1;10;1;
2932;10000;7201;2;10;2;
2933;10000;7201;1;10;1;
2934;10000;7200;1;10;1;
2935;10000;7199;1;10;1;
2936;10000;7198;1;10;1;
2937;10000;7197;2;10;2;
2938;10000;7196;1;10;1;
2939;10000;7195;1;10;1;
2940;10000;7194;2;10;2;
2941;10000;7193;2;10;2;
2942;10000;7192;1;10;1;
2943;10000;7191;1;10;1;
2944;10000;7190;2;10;2;
2945;10000;7189;1;10;1;
2946;10000;7188;2;10;2;
2947;10000;7187;2;10;2;
2948;10000;7186;1;10;1;
2949;10000;7185;1;10;1;
2950;10000;7184;1;10;1;
2951;10000;7183;1;10;1;
2952;10000;7182;2;10;2;
2953;10000;7181;2;10;2;
2954;10000;7180;1;10;1;
2955;10000;7179;2;10;2;
2956;10000;7178;2;10;2;
2957;10000;7177;1;10;1;
2958;10000;7176;2;10;2;
2959;10000;7175;2;10;2;
2960;10000;7174;2;10;2;
2961;10000;7173;1;10;1;
2962;10000;7172;1;10;1;
2963;10000;7171;2;10;2;
2964;10000;7170;1;10;1;
2965;10000;7169;2;10;2;
2966;10000;7168;2;10;2;
2967;10000;7167;1;10;1;
2968;10000;7166;1;10;1;
2969;10000;7166;1;10;1;
2970;10000;7165;1;10;1;
2971;10000;7164;1;10;1;
2972;10000;7163;1;10;1;
2973;10000;7162;1;10;1;
2974;10000;7161;1;10;1;
2975;10000;7160;2;10;2;
2976;10000;7159;1;10;1;
2977;10000;7158;2;10;2;
2978;10000;7157;2;10;2;
2979;10000;7156;2;10;2;
2980;10000;7155;1;10;1;
2981;10000;7154;1;10;1;
2982;10000;7153;1;10;1;
2983;10000;7152;1;10;1;
2984;10000;7151;2;10;2;
2985;10000;7150;2;10;2;
2986;10000;7149;1;10;1;
2987;10000;7148;1;10;1;
2988;10000;7147;2;10;2;
2989;10000;7146;1;10;1;
2990;10000;7145;1;10;1;
2991;10000;7145;1;10;1;
2992;10000;7144;1;10;1;
2993;10000;7143;1;10;1;
2994;10000;7142;2;10;2;
2995;10000;7141;2;10;2;
2996;10000;7140;2;10;2;
2997;10000;7139;2;10;2;
2998;10000;7138;2;10;2;
2999;10000;7137;1;10;1;
3000;10000;7137;1;10;1;
3001;10000;7136;1;10;1;
3002;10000;7135;2;10;2;
3003;10000;7134;2;10;2;
3004;10000;7133;2;10;2;
3005;10000;7132;2;10;2;
3006;10000;7131;2;10;2;
3007;10000;7130;1;10;1;
3008;10000;7129;1;10;1;
3009;10000;7128;2;10;2;
3010;10000;7127;2;10;2;
3011;10000;7127;1;10;1;
3012;10000;7126;1;10;1;
3013;10000;7125;1;10;1;
3014;10000;7124;1;10;1;
3015;10000;7123;2;10;2;
3016;10000;7122;1;10;1;
3017;10000;7121;1;10;1;
3018;10000;7120;2;10;2;
3019;10000;7120;1;10;1;
3020;10000;7119;1;10;1;
3021;10000;7118;1;10;1;
3022;10000;7117;1;10;1;
3023;10000;7116;2;10;2;
3024;10000;7115;1;10;1;
3025;10000;7114;2;10;2;
3026;10000;7113;1;10;1;
3027;10000;7112;2;10;2;
3028;10000;7111;1;10;1;
3029;10000;7110;1;10;1;
3030;10000;7109;1;10;1;
3031;10000;7109;1;10;1;
3032;10000;7108;1;10;1;
3033;10000;7107;1;10;1;
3034;10000;7106;2;10;2;
3035;10000;7105;2;10;2;
3036;10000;7104;2;10;2;
3037;10000;7103;2;10;2;
3038;10000;7102;2;10;2;
3039;10000;7101;1;10;1;
3040;10000;7100;1;10;1;
3041;10000;7099;2;10;2;
3042;10000;7098;1;10;1;
3043;10000;7097;1;10;1;
3044;10000;7096;1;10;1;
3045;10000;7095;2;10;2;
3046;10000;7094;1;10;1;
3047;10000;7093;2;10;2;
3048;10000;7092;2;10;2;
3049;10000;7091;2;10;2;
3050;10000;7090;2;10;2;
3051;10000;7089;1;10;1;
3052;10000;7088;2;10;2;
3053;10000;7087;2;10;2;
3054;10000;7086;2;10;2;
3055;10000;7085;2;10;2;
3056;10000;7084;1;10;1;
3057;10000;7083;2;10;2;
3058;10000;7082;2;10;2;
3059;10000;7081;2;10;2;
3060;10000;7080;1;10;1;
3061;10000;7079;1;10;1;
3062;10000;7078;2;10;2;
3063;10000;7077;1;10;1;
3064;10000;7076;1;10;1;
3065;10000;7075;2;10;2;
3066;10000;7074;1;10;1;
3067;10000;7074;1;10;1;
3068;10000;7073;1;10;1;
3069;10000;7072;2;10;2;
3070;10000;7071;1;10;1;
3071;10000;7070;1;10;1;
3072;10000;7069;1;10;1;
3073;10000;7068;2;10;2;
3074;10000;7068;1;10;1;
3075;10000;7067;1;10;1;
3076;10000;7066;2;10;2;
3077;10000;7065;1;10;1;
3078;10000;7064;2;10;2;
3079;10000;7063;1;10;1;
3080;10000;7062;1;10;1;
3081;10000;7061;2;10;2;
3082;10000;7060;1;10;1;
3083;10000;7059;1;10;1;
3084;10000;7058;2;10;2;
3085;10000;7057;2;10;2;
3086;10000;7056;2;10;2;
3087;10000;7055;2;10;2;
3088;10000;7054;1;10;1;
3089;10000;7053;2;10;2;
3090;10000;7052;1;10;1;
3091;10000;7052;1;10;1;
3092;10000;7051;1;10;1;
3093;10000;7050;1;10;1;
3094;10000;7049;1;10;1;
3095;10000;7048;1;10;1;
3096;10000;7047;2;10;2;
3097;10000;7046;1;10;1;
3098;10000;7045;1;10;1;
3099;10000;7044;1;10;1;
3100;10000;7043;2;10;2;
3101;10000;7042;2;10;2;
3102;10000;7041;1;10;1;
3103;10000;7040;1;10;1;
3104;10000;7039;2;10;2;
3105;10000;7038;1;10;1;
3106;10000;7037;2;10;2;
3107;10000;7036;1;10;1;
3108;10000;7035;1;10;1;
3109;10000;7034;1;10;1;
3110;10000;7033;2;10;2;
3111;10000;7033;1;10;1;
3112;10000;7032;1;10;1;
3113;10000;7031;2;10;2;
3114;10000;7030;2;10;2;
3115;10000;7029;2;10;2;
3116;10000;7028;1;10;1;
3117;10000;7027;2;10;2;
3118;10000;7027;1;10;1;
3119;10000;7026;1;10;1;
3120;10000;7025;1;10;1;
3121;10000;7024;2;10;2;
3122;10000;7023;1;10;1;
3123;10000;7022;1;10;1;
3124;10000;7021;1;10;1;
3125;10000;7020;1;10;1;
3126;10000;7019;1;10;1;
3127;10000;7018;1;10;1;
3128;10000;7017;1;10;1;
3129;10000;7016;1;10;1;
3130;10000;7015;2;10;2;
3131;10000;7014;1;10;1;
3132;10000;7013;1;10;1;
3133;10000;7012;2;10;2;
3134;10000;7011;1;10;1;
3135;10000;7010;1;10;1;
3136;10000;7009;2;10;2;
3137;10000;7008;2;10;2;
3138;10000;7007;2;10;2;
3139;10000;7006;2;10;2;
3140;10000;7005;2;10;2;
3141;10000;7004;1;10;1;
3142;10000;7003;1;10;1;
3143;10000;7002;1;10;1;
3144;10000;7001;1;10;1;
3145;10000;7000;1;10;1;
3146;10000;6999;1;10;1;
3147;10000;6998;1;10;1;
3148;10000;6997;1;10;1;
3149;10000;6996;1;10;1;
3150;10000;6995;2;10;2;
3151;10000;6994;1;10;1;
3152;10000;6993;1;10;1;
3153;10000;6992;2;10;2;
3154;10000;6991;1;10;1;
3155;10000;6990;1;10;1;
3156;10000;6989;1;10;1;
3157;10000;6988;1;10;1;
3158;10000;6987;1;10;1;
3159;10000;6986;2;10;2;
3160;10000;6985;2;10;2;
3161;10000;6984;2;10;2;
3162;10000;6983;1;10;1;
3163;10000;6982;1;10;1;
3164;10000;6981;1;10;1;
3165;10000;6980;2;10;2;
3166;10000;6979;1;10;1;
3167;10000;6978;2;10;2;
3168;10000;6977;2;10;2;
3169;10000;6976;1;10;1;
3170;10000;6975;2;10;2;
3171;10000;6974;1;10;1;
3172;10000;6973;2;10;2;
3173;10000;6972;2;10;2;
3174;10000;6972;1;10;1;
3175;10000;6971;1;10;1;
3176;10000;6970;2;10;2;
3177;10000;6969;2;10;2;
3178;10000;6968;2;10;2;
3179;10000;6967;2;10;2;
3180;10000;6967;1;10;1;
3181;10000;6966;1;10;1;
3182;10000;6965;1;10;1;
3183;10000;6964;1;10;1;
3184;10000;6963;1;10;1;
3185;10000;6962;1;10;1;
3186;10000;6961;1;10;1;
3187;10000;6960;1;10;1;
3188;10000;6959;1;10;1;
3189;10000;6958;2;10;2;
3190;10000;6957;2;10;2;
3191;10000;6956;2;10;2;
3192;10000;6955;1;10;1;
3193;10000;6954;1;10;1;
3194;10000;6953;2;10;2;
3195;10000;6952;2;10;2;
3196;10000;6951;2;10;2;
3197;10000;6950;1;10;1;
3198;10000;6949;1;10;1;
3199;10000;6948;1;10;1;
3200;10000;6947;2;10;2;
3201;10000;6946;2;10;2;
3202;10000;6945;1;10;1;
3203;10000;6944;2;10;2;
3204;10000;6943;2;10;2;
3205;10000;6943;1;10;1;
3206;10000;6942;1;10;1;
3207;10000;6941;1;10;1;
3208;10000;6940;2;10;2;
3209;10000;6939;1;10;1;
3210;10000;6938;1;10;1;
3211;10000;6937;2;10;2;
3212;10000;6936;2;10;2;
3213;10000;6935;2;10;2;
3214;10000;6934;2;10;2;
3215;10000;6933;1;10;1;
3216;10000;6932;2;10;2;
3217;10000;6931;2;10;2;
3218;10000;6930;2;10;2;
3219;10000;6929;1;10;1;
3220;10000;6928;1;10;1;
3221;10000;6927;2;10;2;
3222;10000;6926;1;10;1;
3223;10000;6925;1;10;1;
3224;10000;6924;2;10;2;
3225;10000;6923;1;10;1;
3226;10000;6922;1;10;1;
3227;10000;6921;2;10;2;
3228;10000;6920;1;10;1;
3229;10000;6919;1;10;1;
3230;10000;6918;2;10;2;
3231;10000;6917;2;10;2;
3232;10000;6916;1;10;1;
3233;10000;6915;1;10;1;
3234;10000;6914;2;10;2;
3235;10000;6913;1;10;1;
3236;10000;6912;1;10;1;
3237;10000;6911;2;10;2;
3238;10000;6910;1;10;1;
3239;10000;6909;2;10;2;
3240;10000;6908;1;10;1;
3241;10000;6907;1;10;1;
3242;10000;6906;2;10;2;
3243;10000;6905;2;10;2;
3244;10000;6904;1;10;1;
3245;10000;6903;1;10;1;
3246;10000;6902;1;10;1;
3247;10000;6901;2;10;2;
