Cycle; TotalWork; QueueSize; WIP; TotalTeams; BusyTeams;
4876;10000;5351;2;10;2;
4877;10000;5350;2;10;2;
4878;10000;5349;1;10;1;
4879;10000;5348;2;10;2;
4880;10000;5347;1;10;1;
4881;10000;5346;2;10;2;
4882;10000;5345;2;10;2;
4883;10000;5344;1;10;1;
4884;10000;5343;1;10;1;
4885;10000;5342;1;10;1;
4886;10000;5341;1;10;1;
4887;10000;5340;1;10;1;
4888;10000;5339;1;10;1;
4889;10000;5338;1;10;1;
4890;10000;5337;1;10;1;
4891;10000;5336;2;10;2;
4892;10000;5335;2;10;2;
4893;10000;5334;2;10;2;
4894;10000;5333;2;10;2;
4895;10000;5332;2;10;2;
4896;10000;5331;1;10;1;
4897;10000;5330;2;10;2;
4898;10000;5329;1;10;1;
4899;10000;5328;1;10;1;
4900;10000;5328;1;10;1;
4901;10000;5327;1;10;1;
4902;10000;5326;1;10;1;
4903;10000;5325;1;10;1;
4904;10000;5324;2;10;2;
4905;10000;5324;1;10;1;
4906;10000;5323;1;10;1;
4907;10000;5322;1;10;1;
4908;10000;5321;1;10;1;
4909;10000;5320;1;10;1;
4910;10000;5319;1;10;1;
4911;10000;5318;2;10;2;
4912;10000;5317;2;10;2;
4913;10000;5316;1;10;1;
4914;10000;5315;1;10;1;
4915;10000;5314;1;10;1;
4916;10000;5313;2;10;2;
4917;10000;5312;1;10;1;
4918;10000;5311;2;10;2;
4919;10000;5310;1;10;1;
4920;10000;5309;2;10;2;
4921;10000;5308;1;10;1;
4922;10000;5307;1;10;1;
4923;10000;5306;1;10;1;
4924;10000;5305;1;10;1;
4925;10000;5304;1;10;1;
4926;10000;5303;1;10;1;
4927;10000;5302;2;10;2;
4928;10000;5301;2;10;2;
4929;10000;5300;1;10;1;
4930;10000;5299;1;10;1;
4931;10000;5298;2;10;2;
4932;10000;5297;2;10;2;
4933;10000;5296;1;10;1;
4934;10000;5295;2;10;2;
4935;10000;5294;2;10;2;
4936;10000;5293;2;10;2;
4937;10000;5292;2;10;2;
4938;10000;5291;2;10;2;
4939;10000;5290;1;10;1;
4940;10000;5289;1;10;1;
4941;10000;5288;2;10;2;
4942;10000;5287;1;10;1;
4943;10000;5286;1;10;1;
4944;10000;5285;2;10;2;
4945;10000;5284;1;10;1;
4946;10000;5283;2;10;2;
4947;10000;5282;1;10;1;
4948;10000;5281;1;10;1;
4949;10000;5280;1;10;1;
4950;10000;5280;1;10;1;
4951;10000;5279;1;10;1;
4952;10000;5278;1;10;1;
4953;10000;5277;1;10;1;
4954;10000;5276;1;10;1;
4955;10000;5275;1;10;1;
4956;10000;5274;1;10;1;
4957;10000;5273;2;10;2;
4958;10000;5272;2;10;2;
4959;10000;5271;1;10;1;
4960;10000;5270;1;10;1;
4961;10000;5269;1;10;1;
4962;10000;5268;1;10;1;
4963;10000;5268;1;10;1;
4964;10000;5267;1;10;1;
4965;10000;5266;1;10;1;
4966;10000;5266;1;10;1;
4967;10000;5265;1;10;1;
4968;10000;5264;2;10;2;
4969;10000;5263;1;10;1;
4970;10000;5262;2;10;2;
4971;10000;5261;1;10;1;
4972;10000;5260;1;10;1;
4973;10000;5259;2;10;2;
4974;10000;5258;1;10;1;
4975;10000;5257;1;10;1;
4976;10000;5256;1;10;1;
4977;10000;5255;1;10;1;
4978;10000;5254;1;10;1;
4979;10000;5253;2;10;2;
4980;10000;5252;2;10;2;
4981;10000;5251;2;10;2;
4982;10000;5250;2;10;2;
4983;10000;5250;1;10;1;
4984;10000;5249;1;10;1;
4985;10000;5248;2;10;2;
4986;10000;5247;2;10;2;
4987;10000;5246;1;10;1;
4988;10000;5245;2;10;2;
4989;10000;5244;2;10;2;
4990;10000;5243;1;10;1;
4991;10000;5242;1;10;1;
4992;10000;5241;2;10;2;
4993;10000;5240;1;10;1;
4994;10000;5239;2;10;2;
4995;10000;5238;2;10;2;
4996;10000;5237;1;10;1;
4997;10000;5236;1;10;1;
4998;10000;5235;1;10;1;
4999;10000;5234;1;10;1;
5000;10000;5233;2;10;2;
5001;10000;5232;1;10;1;
5002;10000;5231;1;10;1;
5003;10000;5230;1;10;1;
5004;10000;5229;2;10;2;
5005;10000;5228;2;10;2;
5006;10000;5227;2;10;2;
5007;10000;5226;1;10;1;
5008;10000;5225;2;10;2;
5009;10000;5225;1;10;1;
5010;10000;5224;1;10;1;
5011;10000;5223;2;10;2;
5012;10000;5222;1;10;1;
5013;10000;5221;2;10;2;
5014;10000;5221;1;10;1;
5015;10000;5220;1;10;1;
5016;10000;5219;1;10;1;
5017;10000;5218;2;10;2;
5018;10000;5217;1;10;1;
5019;10000;5216;1;10;1;
5020;10000;5215;1;10;1;
5021;10000;5214;1;10;1;
5022;10000;5213;1;10;1;
5023;10000;5212;1;10;1;
5024;10000;5211;1;10;1;
5025;10000;5210;1;10;1;
5026;10000;5209;1;10;1;
5027;10000;5208;2;10;2;
5028;10000;5207;1;10;1;
5029;10000;5206;1;10;1;
5030;10000;5205;2;10;2;
5031;10000;5204;2;10;2;
5032;10000;5203;2;10;2;
5033;10000;5202;2;10;2;
5034;10000;5201;2;10;2;
5035;10000;5200;2;10;2;
5036;10000;5199;2;10;2;
5037;10000;5198;1;10;1;
5038;10000;5197;1;10;1;
5039;10000;5196;2;10;2;
5040;10000;5195;1;10;1;
5041;10000;5194;1;10;1;
5042;10000;5193;2;10;2;
5043;10000;5192;1;10;1;
5044;10000;5191;1;10;1;
5045;10000;5190;1;10;1;
5046;10000;5189;2;10;2;
5047;10000;5188;1;10;1;
5048;10000;5187;1;10;1;
5049;10000;5186;1;10;1;
5050;10000;5185;1;10;1;
5051;10000;5184;2;10;2;
5052;10000;5183;1;10;1;
5053;10000;5182;2;10;2;
5054;10000;5181;1;10;1;
5055;10000;5180;1;10;1;
5056;10000;5179;2;10;2;
5057;10000;5178;1;10;1;
5058;10000;5177;1;10;1;
5059;10000;5176;1;10;1;
5060;10000;5176;1;10;1;
5061;10000;5175;1;10;1;
5062;10000;5174;2;10;2;
5063;10000;5173;2;10;2;
5064;10000;5172;2;10;2;
5065;10000;5171;2;10;2;
5066;10000;5170;1;10;1;
5067;10000;5169;2;10;2;
5068;10000;5168;1;10;1;
5069;10000;5167;1;10;1;
5070;10000;5166;2;10;2;
5071;10000;5165;2;10;2;
5072;10000;5164;2;10;2;
5073;10000;5163;2;10;2;
5074;10000;5162;1;10;1;
5075;10000;5161;1;10;1;
5076;10000;5160;1;10;1;
5077;10000;5159;1;10;1;
5078;10000;5158;1;10;1;
5079;10000;5157;2;10;2;
5080;10000;5156;2;10;2;
5081;10000;5155;1;10;1;
5082;10000;5154;1;10;1;
5083;10000;5153;1;10;1;
5084;10000;5152;1;10;1;
5085;10000;5151;1;10;1;
5086;10000;5150;1;10;1;
5087;10000;5149;1;10;1;
5088;10000;5148;1;10;1;
5089;10000;5147;1;10;1;
5090;10000;5146;2;10;2;
5091;10000;5145;2;10;2;
5092;10000;5144;1;10;1;
5093;10000;5143;1;10;1;
5094;10000;5142;1;10;1;
5095;10000;5141;2;10;2;
5096;10000;5140;2;10;2;
5097;10000;5139;2;10;2;
5098;10000;5138;1;10;1;
5099;10000;5137;2;10;2;
5100;10000;5136;2;10;2;
5101;10000;5135;1;10;1;
5102;10000;5134;1;10;1;
5103;10000;5133;2;10;2;
5104;10000;5132;2;10;2;
5105;10000;5131;1;10;1;
5106;10000;5130;2;10;2;
5107;10000;5129;1;10;1;
5108;10000;5128;2;10;2;
5109;10000;5127;1;10;1;
5110;10000;5126;1;10;1;
5111;10000;5125;1;10;1;
5112;10000;5124;2;10;2;
5113;10000;5123;2;10;2;
5114;10000;5122;1;10;1;
5115;10000;5121;2;10;2;
5116;10000;5120;1;10;1;
5117;10000;5119;1;10;1;
5118;10000;5118;1;10;1;
5119;10000;5117;1;10;1;
5120;10000;5116;1;10;1;
5121;10000;5115;2;10;2;
5122;10000;5115;1;10;1;
5123;10000;5114;1;10;1;
5124;10000;5113;1;10;1;
5125;10000;5112;1;10;1;
5126;10000;5111;1;10;1;
5127;10000;5111;1;10;1;
5128;10000;5110;1;10;1;
5129;10000;5109;2;10;2;
5130;10000;5108;2;10;2;
5131;10000;5107;1;10;1;
5132;10000;5106;1;10;1;
5133;10000;5105;2;10;2;
5134;10000;5104;1;10;1;
5135;10000;5103;2;10;2;
5136;10000;5103;1;10;1;
5137;10000;5102;1;10;1;
5138;10000;5101;1;10;1;
5139;10000;5100;2;10;2;
5140;10000;5099;1;10;1;
5141;10000;5098;2;10;2;
5142;10000;5097;1;10;1;
5143;10000;5096;1;10;1;
5144;10000;5095;1;10;1;
5145;10000;5094;2;10;2;
5146;10000;5093;2;10;2;
5147;10000;5092;1;10;1;
5148;10000;5091;2;10;2;
5149;10000;5090;1;10;1;
5150;10000;5089;2;10;2;
5151;10000;5088;1;10;1;
5152;10000;5087;2;10;2;
5153;10000;5086;1;10;1;
5154;10000;5085;2;10;2;
5155;10000;5084;2;10;2;
5156;10000;5083;1;10;1;
5157;10000;5082;2;10;2;
5158;10000;5081;1;10;1;
5159;10000;5080;2;10;2;
5160;10000;5079;2;10;2;
5161;10000;5078;1;10;1;
5162;10000;5077;2;10;2;
5163;10000;5076;2;10;2;
5164;10000;5075;1;10;1;
5165;10000;5074;2;10;2;
5166;10000;5073;2;10;2;
5167;10000;5072;1;10;1;
5168;10000;5071;2;10;2;
5169;10000;5070;2;10;2;
5170;10000;5069;2;10;2;
5171;10000;5068;2;10;2;
5172;10000;5068;1;10;1;
5173;10000;5067;1;10;1;
5174;10000;5066;2;10;2;
5175;10000;5065;1;10;1;
5176;10000;5064;2;10;2;
5177;10000;5063;2;10;2;
5178;10000;5062;1;10;1;
5179;10000;5061;1;10;1;
5180;10000;5060;2;10;2;
5181;10000;5059;1;10;1;
5182;10000;5058;1;10;1;
5183;10000;5057;1;10;1;
5184;10000;5056;1;10;1;
5185;10000;5055;1;10;1;
5186;10000;5054;1;10;1;
5187;10000;5053;1;10;1;
5188;10000;5052;1;10;1;
5189;10000;5051;2;10;2;
5190;10000;5050;2;10;2;
5191;10000;5049;1;10;1;
5192;10000;5048;1;10;1;
5193;10000;5047;2;10;2;
5194;10000;5046;2;10;2;
5195;10000;5045;1;10;1;
5196;10000;5044;1;10;1;
5197;10000;5043;1;10;1;
5198;10000;5042;2;10;2;
5199;10000;5041;2;10;2;
5200;10000;5040;2;10;2;
5201;10000;5039;1;10;1;
5202;10000;5038;2;10;2;
5203;10000;5037;2;10;2;
5204;10000;5036;1;10;1;
5205;10000;5035;1;10;1;
5206;10000;5034;1;10;1;
5207;10000;5034;1;10;1;
5208;10000;5033;1;10;1;
5209;10000;5032;2;10;2;
5210;10000;5031;2;10;2;
5211;10000;5030;2;10;2;
5212;10000;5029;2;10;2;
5213;10000;5028;1;10;1;
5214;10000;5027;2;10;2;
5215;10000;5026;1;10;1;
5216;10000;5025;1;10;1;
5217;10000;5024;2;10;2;
5218;10000;5023;2;10;2;
5219;10000;5022;1;10;1;
5220;10000;5021;2;10;2;
5221;10000;5021;1;10;1;
5222;10000;5020;1;10;1;
5223;10000;5019;2;10;2;
5224;10000;5018;1;10;1;
5225;10000;5017;1;10;1;
5226;10000;5016;2;10;2;
5227;10000;5015;2;10;2;
5228;10000;5014;2;10;2;
5229;10000;5013;2;10;2;
5230;10000;5012;2;10;2;
5231;10000;5011;2;10;2;
5232;10000;5010;1;10;1;
5233;10000;5009;2;10;2;
5234;10000;5008;1;10;1;
5235;10000;5007;1;10;1;
5236;10000;5006;1;10;1;
5237;10000;5006;1;10;1;
5238;10000;5005;1;10;1;
5239;10000;5004;1;10;1;
5240;10000;5003;1;10;1;
5241;10000;5002;2;10;2;
5242;10000;5002;1;10;1;
5243;10000;5001;1;10;1;
5244;10000;5000;1;10;1;
5245;10000;4999;1;10;1;
5246;10000;4998;1;10;1;
5247;10000;4997;1;10;1;
5248;10000;4996;2;10;2;
5249;10000;4995;1;10;1;
5250;10000;4994;2;10;2;
5251;10000;4993;1;10;1;
5252;10000;4992;1;10;1;
5253;10000;4991;1;10;1;
5254;10000;4990;1;10;1;
5255;10000;4989;2;10;2;
5256;10000;4988;1;10;1;
5257;10000;4987;1;10;1;
5258;10000;4986;2;10;2;
5259;10000;4985;1;10;1;
5260;10000;4984;2;10;2;
5261;10000;4983;1;10;1;
5262;10000;4982;2;10;2;
5263;10000;4981;2;10;2;
5264;10000;4980;1;10;1;
5265;10000;4979;1;10;1;
5266;10000;4978;1;10;1;
5267;10000;4977;1;10;1;
5268;10000;4976;1;10;1;
5269;10000;4975;2;10;2;
5270;10000;4974;2;10;2;
5271;10000;4973;2;10;2;
5272;10000;4972;2;10;2;
5273;10000;4971;1;10;1;
5274;10000;4970;1;10;1;
5275;10000;4969;2;10;2;
5276;10000;4969;1;10;1;
5277;10000;4968;1;10;1;
5278;10000;4967;1;10;1;
5279;10000;4966;2;10;2;
5280;10000;4965;2;10;2;
5281;10000;4964;1;10;1;
5282;10000;4963;1;10;1;
5283;10000;4962;2;10;2;
5284;10000;4961;2;10;2;
5285;10000;4960;1;10;1;
5286;10000;4959;2;10;2;
5287;10000;4958;1;10;1;
5288;10000;4957;1;10;1;
5289;10000;4956;1;10;1;
5290;10000;4955;1;10;1;
5291;10000;4954;1;10;1;
5292;10000;4953;1;10;1;
5293;10000;4952;2;10;2;
5294;10000;4951;1;10;1;
5295;10000;4950;2;10;2;
5296;10000;4949;2;10;2;
5297;10000;4948;1;10;1;
5298;10000;4947;1;10;1;
5299;10000;4946;2;10;2;
5300;10000;4945;1;10;1;
5301;10000;4944;1;10;1;
5302;10000;4943;2;10;2;
5303;10000;4942;2;10;2;
5304;10000;4941;2;10;2;
5305;10000;4940;1;10;1;
5306;10000;4939;1;10;1;
5307;10000;4938;1;10;1;
5308;10000;4937;2;10;2;
5309;10000;4936;1;10;1;
5310;10000;4935;2;10;2;
5311;10000;4934;1;10;1;
5312;10000;4933;2;10;2;
5313;10000;4932;1;10;1;
5314;10000;4932;1;10;1;
5315;10000;4931;1;10;1;
5316;10000;4930;2;10;2;
5317;10000;4929;2;10;2;
5318;10000;4929;1;10;1;
5319;10000;4928;1;10;1;
5320;10000;4927;2;10;2;
5321;10000;4926;2;10;2;
5322;10000;4925;1;10;1;
5323;10000;4924;2;10;2;
5324;10000;4923;1;10;1;
5325;10000;4922;1;10;1;
5326;10000;4921;1;10;1;
5327;10000;4920;2;10;2;
5328;10000;4919;2;10;2;
5329;10000;4918;2;10;2;
5330;10000;4917;1;10;1;
5331;10000;4916;1;10;1;
5332;10000;4915;2;10;2;
5333;10000;4914;2;10;2;
5334;10000;4913;1;10;1;
5335;10000;4912;1;10;1;
5336;10000;4911;1;10;1;
5337;10000;4910;1;10;1;
5338;10000;4909;2;10;2;
5339;10000;4908;2;10;2;
5340;10000;4907;2;10;2;
5341;10000;4906;2;10;2;
5342;10000;4905;1;10;1;
5343;10000;4904;1;10;1;
5344;10000;4903;1;10;1;
5345;10000;4902;2;10;2;
5346;10000;4901;1;10;1;
5347;10000;4900;2;10;2;
5348;10000;4899;1;10;1;
5349;10000;4898;2;10;2;
5350;10000;4897;2;10;2;
5351;10000;4896;2;10;2;
5352;10000;4895;1;10;1;
5353;10000;4894;2;10;2;
5354;10000;4893;2;10;2;
5355;10000;4892;1;10;1;
5356;10000;4891;2;10;2;
5357;10000;4890;2;10;2;
5358;10000;4889;1;10;1;
5359;10000;4888;2;10;2;
5360;10000;4887;1;10;1;
5361;10000;4886;2;10;2;
5362;10000;4885;2;10;2;
5363;10000;4884;2;10;2;
5364;10000;4883;1;10;1;
5365;10000;4882;1;10;1;
5366;10000;4881;2;10;2;
5367;10000;4880;1;10;1;
5368;10000;4879;1;10;1;
5369;10000;4878;2;10;2;
5370;10000;4877;1;10;1;
5371;10000;4876;1;10;1;
5372;10000;4875;2;10;2;
5373;10000;4874;2;10;2;
5374;10000;4873;2;10;2;
5375;10000;4872;2;10;2;
5376;10000;4871;1;10;1;
5377;10000;4870;2;10;2;
5378;10000;4869;2;10;2;
5379;10000;4869;1;10;1;
5380;10000;4868;1;10;1;
5381;10000;4867;2;10;2;
5382;10000;4866;2;10;2;
5383;10000;4865;2;10;2;
5384;10000;4864;2;10;2;
5385;10000;4863;2;10;2;
5386;10000;4862;1;10;1;
5387;10000;4861;1;10;1;
5388;10000;4860;2;10;2;
5389;10000;4859;2;10;2;
5390;10000;4858;2;10;2;
5391;10000;4857;1;10;1;
5392;10000;4856;2;10;2;
5393;10000;4855;1;10;1;
5394;10000;4854;2;10;2;
5395;10000;4853;2;10;2;
5396;10000;4852;1;10;1;
5397;10000;4851;2;10;2;
5398;10000;4850;1;10;1;
5399;10000;4849;2;10;2;
5400;10000;4848;1;10;1;
5401;10000;4847;2;10;2;
5402;10000;4846;1;10;1;
5403;10000;4845;1;10;1;
5404;10000;4844;1;10;1;
5405;10000;4843;1;10;1;
5406;10000;4843;1;10;1;
5407;10000;4842;1;10;1;
5408;10000;4841;1;10;1;
5409;10000;4840;2;10;2;
5410;10000;4839;2;10;2;
5411;10000;4838;2;10;2;
5412;10000;4838;1;10;1;
5413;10000;4837;1;10;1;
5414;10000;4836;2;10;2;
5415;10000;4835;2;10;2;
5416;10000;4834;1;10;1;
5417;10000;4833;2;10;2;
5418;10000;4832;2;10;2;
5419;10000;4831;1;10;1;
5420;10000;4830;1;10;1;
5421;10000;4829;1;10;1;
5422;10000;4828;1;10;1;
5423;10000;4827;2;10;2;
5424;10000;4826;2;10;2;
5425;10000;4825;1;10;1;
5426;10000;4824;2;10;2;
5427;10000;4823;2;10;2;
5428;10000;4822;1;10;1;
5429;10000;4821;2;10;2;
5430;10000;4820;2;10;2;
5431;10000;4819;1;10;1;
5432;10000;4818;2;10;2;
5433;10000;4817;1;10;1;
5434;10000;4816;1;10;1;
5435;10000;4815;1;10;1;
5436;10000;4814;1;10;1;
5437;10000;4813;1;10;1;
5438;10000;4812;1;10;1;
5439;10000;4811;2;10;2;
5440;10000;4810;2;10;2;
5441;10000;4809;1;10;1;
5442;10000;4808;1;10;1;
5443;10000;4807;2;10;2;
5444;10000;4806;2;10;2;
5445;10000;4805;2;10;2;
5446;10000;4804;2;10;2;
5447;10000;4803;1;10;1;
5448;10000;4802;2;10;2;
5449;10000;4802;1;10;1;
5450;10000;4801;1;10;1;
5451;10000;4800;1;10;1;
5452;10000;4799;1;10;1;
5453;10000;4798;1;10;1;
5454;10000;4797;2;10;2;
5455;10000;4796;2;10;2;
5456;10000;4795;2;10;2;
5457;10000;4794;2;10;2;
5458;10000;4793;2;10;2;
5459;10000;4792;2;10;2;
5460;10000;4791;1;10;1;
5461;10000;4790;2;10;2;
5462;10000;4789;2;10;2;
5463;10000;4788;2;10;2;
5464;10000;4787;1;10;1;
5465;10000;4786;1;10;1;
5466;10000;4785;2;10;2;
5467;10000;4784;1;10;1;
5468;10000;4783;2;10;2;
5469;10000;4782;2;10;2;
5470;10000;4781;2;10;2;
5471;10000;4780;2;10;2;
5472;10000;4779;1;10;1;
5473;10000;4778;2;10;2;
5474;10000;4777;1;10;1;
5475;10000;4776;2;10;2;
5476;10000;4775;2;10;2;
5477;10000;4774;1;10;1;
5478;10000;4773;1;10;1;
5479;10000;4772;2;10;2;
5480;10000;4771;2;10;2;
5481;10000;4770;1;10;1;
5482;10000;4769;2;10;2;
5483;10000;4768;2;10;2;
5484;10000;4767;2;10;2;
5485;10000;4766;2;10;2;
5486;10000;4765;1;10;1;
5487;10000;4765;1;10;1;
5488;10000;4764;1;10;1;
5489;10000;4764;1;10;1;
5490;10000;4763;1;10;1;
5491;10000;4762;1;10;1;
5492;10000;4761;1;10;1;
5493;10000;4760;2;10;2;
5494;10000;4759;1;10;1;
5495;10000;4759;1;10;1;
5496;10000;4758;1;10;1;
5497;10000;4757;2;10;2;
5498;10000;4756;1;10;1;
5499;10000;4756;1;10;1;
5500;10000;4755;1;10;1;
5501;10000;4754;1;10;1;
5502;10000;4753;1;10;1;
5503;10000;4752;1;10;1;
5504;10000;4751;1;10;1;
5505;10000;4750;2;10;2;
5506;10000;4749;1;10;1;
5507;10000;4748;2;10;2;
5508;10000;4747;2;10;2;
5509;10000;4746;1;10;1;
5510;10000;4745;2;10;2;
5511;10000;4744;2;10;2;
5512;10000;4743;1;10;1;
5513;10000;4742;2;10;2;
5514;10000;4741;1;10;1;
5515;10000;4740;1;10;1;
5516;10000;4739;2;10;2;
5517;10000;4738;1;10;1;
5518;10000;4737;1;10;1;
5519;10000;4736;2;10;2;
5520;10000;4735;1;10;1;
5521;10000;4734;2;10;2;
5522;10000;4733;1;10;1;
5523;10000;4732;2;10;2;
5524;10000;4731;1;10;1;
5525;10000;4730;1;10;1;
5526;10000;4729;1;10;1;
5527;10000;4728;1;10;1;
5528;10000;4727;1;10;1;
5529;10000;4726;1;10;1;
5530;10000;4725;1;10;1;
5531;10000;4724;1;10;1;
5532;10000;4723;2;10;2;
5533;10000;4723;1;10;1;
5534;10000;4722;1;10;1;
5535;10000;4721;1;10;1;
5536;10000;4720;1;10;1;
5537;10000;4719;1;10;1;
5538;10000;4719;1;10;1;
5539;10000;4718;1;10;1;
5540;10000;4717;1;10;1;
5541;10000;4716;2;10;2;
5542;10000;4715;1;10;1;
5543;10000;4714;1;10;1;
5544;10000;4713;1;10;1;
5545;10000;4712;2;10;2;
5546;10000;4711;2;10;2;
5547;10000;4710;1;10;1;
5548;10000;4709;2;10;2;
5549;10000;4708;1;10;1;
5550;10000;4707;1;10;1;
5551;10000;4706;2;10;2;
5552;10000;4705;2;10;2;
5553;10000;4704;1;10;1;
5554;10000;4703;1;10;1;
5555;10000;4702;1;10;1;
5556;10000;4701;1;10;1;
5557;10000;4700;2;10;2;
5558;10000;4699;1;10;1;
5559;10000;4698;2;10;2;
5560;10000;4697;2;10;2;
5561;10000;4696;2;10;2;
5562;10000;4695;2;10;2;
5563;10000;4694;1;10;1;
5564;10000;4693;2;10;2;
5565;10000;4692;1;10;1;
5566;10000;4691;2;10;2;
5567;10000;4690;1;10;1;
5568;10000;4690;1;10;1;
5569;10000;4689;1;10;1;
5570;10000;4688;2;10;2;
5571;10000;4687;2;10;2;
5572;10000;4686;2;10;2;
5573;10000;4685;2;10;2;
5574;10000;4684;2;10;2;
5575;10000;4683;2;10;2;
5576;10000;4682;1;10;1;
5577;10000;4681;2;10;2;
5578;10000;4680;1;10;1;
5579;10000;4679;1;10;1;
5580;10000;4678;2;10;2;
5581;10000;4677;1;10;1;
5582;10000;4676;1;10;1;
5583;10000;4675;1;10;1;
5584;10000;4674;2;10;2;
5585;10000;4674;1;10;1;
5586;10000;4673;1;10;1;
5587;10000;4672;2;10;2;
5588;10000;4671;1;10;1;
5589;10000;4670;2;10;2;
5590;10000;4669;2;10;2;
5591;10000;4668;1;10;1;
5592;10000;4667;1;10;1;
5593;10000;4666;2;10;2;
5594;10000;4665;1;10;1;
5595;10000;4664;1;10;1;
5596;10000;4663;1;10;1;
5597;10000;4662;1;10;1;
5598;10000;4661;1;10;1;
5599;10000;4660;1;10;1;
5600;10000;4659;2;10;2;
5601;10000;4658;1;10;1;
5602;10000;4657;1;10;1;
5603;10000;4656;1;10;1;
5604;10000;4655;1;10;1;
5605;10000;4654;2;10;2;
5606;10000;4653;1;10;1;
5607;10000;4652;1;10;1;
5608;10000;4651;1;10;1;
5609;10000;4650;1;10;1;
5610;10000;4649;1;10;1;
5611;10000;4648;1;10;1;
5612;10000;4647;2;10;2;
5613;10000;4646;1;10;1;
5614;10000;4645;1;10;1;
5615;10000;4644;2;10;2;
5616;10000;4643;2;10;2;
5617;10000;4642;1;10;1;
5618;10000;4641;1;10;1;
5619;10000;4640;1;10;1;
5620;10000;4639;1;10;1;
5621;10000;4638;2;10;2;
5622;10000;4637;1;10;1;
5623;10000;4636;1;10;1;
5624;10000;4635;1;10;1;
5625;10000;4634;1;10;1;
5626;10000;4633;2;10;2;
5627;10000;4632;2;10;2;
5628;10000;4631;1;10;1;
5629;10000;4630;1;10;1;
5630;10000;4629;1;10;1;
5631;10000;4628;1;10;1;
5632;10000;4627;1;10;1;
5633;10000;4626;2;10;2;
5634;10000;4625;1;10;1;
5635;10000;4624;1;10;1;
5636;10000;4623;1;10;1;
5637;10000;4622;2;10;2;
5638;10000;4621;1;10;1;
5639;10000;4620;1;10;1;
5640;10000;4619;2;10;2;
5641;10000;4618;1;10;1;
5642;10000;4617;2;10;2;
5643;10000;4616;2;10;2;
5644;10000;4615;1;10;1;
5645;10000;4614;2;10;2;
5646;10000;4613;1;10;1;
5647;10000;4612;1;10;1;
5648;10000;4611;1;10;1;
5649;10000;4610;2;10;2;
5650;10000;4609;2;10;2;
5651;10000;4608;1;10;1;
5652;10000;4607;1;10;1;
5653;10000;4606;1;10;1;
5654;10000;4605;2;10;2;
5655;10000;4604;1;10;1;
5656;10000;4603;1;10;1;
5657;10000;4602;1;10;1;
5658;10000;4601;1;10;1;
5659;10000;4600;1;10;1;
5660;10000;4599;2;10;2;
5661;10000;4598;2;10;2;
5662;10000;4597;1;10;1;
5663;10000;4596;2;10;2;
5664;10000;4595;2;10;2;
5665;10000;4594;2;10;2;
5666;10000;4593;1;10;1;
5667;10000;4592;1;10;1;
5668;10000;4591;1;10;1;
5669;10000;4590;2;10;2;
5670;10000;4589;2;10;2;
5671;10000;4588;2;10;2;
5672;10000;4587;1;10;1;
5673;10000;4586;2;10;2;
5674;10000;4585;1;10;1;
5675;10000;4584;1;10;1;
5676;10000;4583;2;10;2;
5677;10000;4582;1;10;1;
5678;10000;4581;1;10;1;
5679;10000;4581;1;10;1;
5680;10000;4580;1;10;1;
5681;10000;4579;2;10;2;
5682;10000;4578;2;10;2;
5683;10000;4577;2;10;2;
5684;10000;4576;2;10;2;
5685;10000;4576;1;10;1;
5686;10000;4575;1;10;1;
5687;10000;4574;2;10;2;
5688;10000;4573;2;10;2;
5689;10000;4572;2;10;2;
5690;10000;4571;1;10;1;
5691;10000;4570;2;10;2;
5692;10000;4569;2;10;2;
5693;10000;4569;1;10;1;
5694;10000;4568;1;10;1;
5695;10000;4567;2;10;2;
5696;10000;4566;1;10;1;
5697;10000;4565;1;10;1;
5698;10000;4564;2;10;2;
5699;10000;4563;1;10;1;
5700;10000;4562;2;10;2;
5701;10000;4561;1;10;1;
5702;10000;4560;2;10;2;
5703;10000;4559;2;10;2;
5704;10000;4558;2;10;2;
5705;10000;4557;1;10;1;
5706;10000;4556;2;10;2;
5707;10000;4555;1;10;1;
5708;10000;4554;1;10;1;
5709;10000;4553;1;10;1;
5710;10000;4552;2;10;2;
5711;10000;4551;1;10;1;
5712;10000;4550;2;10;2;
5713;10000;4549;2;10;2;
5714;10000;4548;1;10;1;
5715;10000;4547;2;10;2;
5716;10000;4546;2;10;2;
5717;10000;4545;1;10;1;
5718;10000;4544;1;10;1;
5719;10000;4543;2;10;2;
5720;10000;4542;2;10;2;
5721;10000;4541;1;10;1;
5722;10000;4540;2;10;2;
5723;10000;4539;1;10;1;
5724;10000;4538;2;10;2;
5725;10000;4537;1;10;1;
5726;10000;4536;1;10;1;
5727;10000;4535;1;10;1;
5728;10000;4534;1;10;1;
5729;10000;4533;2;10;2;
5730;10000;4532;1;10;1;
5731;10000;4532;1;10;1;
5732;10000;4531;1;10;1;
5733;10000;4530;1;10;1;
5734;10000;4529;1;10;1;
5735;10000;4528;1;10;1;
5736;10000;4527;1;10;1;
5737;10000;4526;2;10;2;
5738;10000;4525;1;10;1;
5739;10000;4524;2;10;2;
5740;10000;4523;2;10;2;
5741;10000;4522;2;10;2;
5742;10000;4521;2;10;2;
5743;10000;4520;1;10;1;
5744;10000;4519;2;10;2;
5745;10000;4518;2;10;2;
5746;10000;4517;1;10;1;
5747;10000;4516;2;10;2;
